time,velocity,duty,pressure,humidity,temp
0.41602230072021484,0.15435182773238115,0.0,,,
0.8184106349945068,0.1734884679808678,0.0,,,
0.8340358734130859,0.1734884679808678,0.0,,,
1.2258398532867432,0.13069770963283195,0.0,,,
1.6314074993133545,0.15992942186458464,0.0,,,
2.03275465965271,0.18358353996413385,0.0,,,
2.0483789443969727,0.18358353996413385,0.0,,,
2.4489119052886963,0.14693964552044786,0.0,,,
2.46453595161438,0.14693964552044786,0.0,,,
2.8645732402801514,0.14693964552044786,0.0,,,
3.28192400932312,0.14693964552044786,0.0,,,
3.698212146759033,0.1897304038684837,0.0,,,
4.099299907684326,0.207237658063683,0.0,,,
4.513821125030518,0.19982547585174973,0.0,,,
4.932441234588623,0.19982547585174973,0.0,,,
5.348492622375488,0.2290571880835024,0.0,,,
5.765533208847046,0.2364693702954357,0.0,,,
6.158759117126465,0.19367861194739983,5.0,,,
6.579949378967285,0.28137370303008247,5.0,,,
6.996387481689453,0.3744703678468201,5.0,,,
7.397870063781738,0.4621654589295027,5.0,,,
7.813689231872559,0.5150578704704291,5.0,,,
8.230349779129028,0.5508641589112604,5.0,,,
8.631175994873047,0.590630627814955,5.0,,,
9.04676866531372,0.6404921687019157,5.0,,,
9.463231325149536,0.6686704643085182,5.0,,,
9.862745523452759,0.6686704643085182,5.0,,,
10.279381275177002,0.7301862265162645,5.0,,,
10.681272029876709,0.6906505478054121,5.0,,,
11.09677791595459,0.6403446413367104,5.0,,,
11.511524200439453,0.5954403086020637,5.0,,,
11.91325569152832,0.5425478970611373,5.0,,,
12.330080270767212,0.506741608620306,5.0,,,
12.737159729003906,0.48053418583289453,5.0,,,
13.144516944885254,0.4543267630454831,5.0,,,
13.247259855270386,0.4543267630454831,5.0,,,
13.664968729019165,0.41605339545561454,5.0,,,
14.078675985336304,0.4275689133837589,5.0,,,
14.497436046600342,0.42346315901436765,5.0,,,
14.912638187408447,0.394440386891024,5.0,,,
15.327758073806763,0.3707862687914748,5.0,,,
15.745530366897583,0.3809823861769638,5.0,,,
16.14561629295349,0.3748355222726139,10.0,,,
16.54625415802002,0.3674233400606806,10.0,,,
16.964783906936646,0.3674233400606806,10.0,,,
17.362828969955444,0.3674233400606806,10.0,,,
17.778132915496826,0.4056967076505491,10.0,,,
18.193657159805298,0.4105241710122436,10.0,,,
18.594590425491333,0.4061010389074132,10.0,,,
19.009978771209717,0.4297551570069625,10.0,,,
19.411454439163208,0.4398502289902285,10.0,,,
19.82870078086853,0.42965411160473954,10.0,,,
20.243791103363037,0.4411696295328838,10.0,,,
20.644371032714844,0.45472867564916697,10.0,,,
21.045175552368164,0.46492479303465595,10.0,,,
21.45931053161621,0.46492479303465595,10.0,,,
21.861501932144165,0.45567419756813105,10.0,,,
22.27736234664917,0.45084673420643656,10.0,,,
22.678266763687134,0.45084673420643656,10.0,,,
23.094000816345215,0.4654659836967559,10.0,,,
23.50958800315857,0.479025029813039,10.0,,,
23.909468173980713,0.479025029813039,10.0,,,
24.326518297195435,0.4882756252795639,10.0,,,
24.743088960647583,0.4984717426650528,10.0,,,
25.141905069351196,0.4747165791632807,10.0,,,
25.543838024139404,0.4849126965487697,10.0,,,
25.959084272384644,0.4795440425249753,15.0,,,
26.37566614151001,0.45052127040163165,15.0,,,
26.79202651977539,0.45052127040163165,15.0,,,
27.19278621673584,0.44127067493510674,15.0,,,
27.592527389526367,0.44127067493510674,15.0,,,
