time,velocity,duty,pressure,humidity,temp
0.3984799385070801,0.09771026248601558,0.0,,,
0.8098347187042236,0.09771026248601558,0.0,,,
1.234053134918213,0.1178820331899804,0.0,,,
1.6452531814575195,0.1178820331899804,5.0,,,
2.0450010299682617,0.19360582199391635,5.0,,,
2.444843292236328,0.2665274386446227,5.0,,,
2.8596813678741455,0.3721167294526082,5.0,,,
3.2810089588165283,0.468012288960509,5.0,,,
3.6922874450683594,0.5531171556446965,5.0,,,
4.087941646575928,0.608958530733636,5.0,,,
4.524303436279297,0.6679465878044544,5.0,,,
4.942056179046631,0.7406770376403611,5.0,,,
5.342989444732666,0.7861799068922676,5.0,,,
5.76142430305481,0.8294434982056726,5.0,,,
6.17702317237854,0.7953935394575133,5.0,,,
6.57685923576355,0.7386464237445864,5.0,,,
6.992341995239258,0.6949027336963424,5.0,,,
7.391420125961304,0.6475871940868869,5.0,,,
7.808661222457886,0.6057459187161043,5.0,,,
8.224888324737549,0.5831022242351006,5.0,,,
8.624949216842651,0.5525224163587626,5.0,,,
9.040631294250488,0.47979196652285605,5.0,,,
9.441512107849121,0.45131227694110576,5.0,,,
9.857455015182495,0.44524363600182193,5.0,,,
10.273354530334473,0.4319780551405256,5.0,,,
10.6744704246521,0.42187219514203,5.0,,,
10.777329444885254,0.42187219514203,5.0,,,
11.193987607955933,0.4086066142807338,5.0,,,
11.593085527420044,0.4086066142807338,10.0,,,
12.004889965057373,0.41392304286577397,10.0,,,
12.409186124801636,0.4183168872816392,10.0,,,
12.809854745864868,0.4275001631109599,10.0,,,
13.227055549621582,0.47608018300940513,10.0,,,
13.626673221588135,0.48746525253372913,10.0,,,
14.02657675743103,0.5036397534715087,10.0,,,
14.442407369613647,0.508429184884964,10.0,,,
14.841842412948608,0.4853373642755239,10.0,,,
15.257962226867676,0.4853373642755239,10.0,,,
15.65838074684143,0.4945206401048445,10.0,,,
16.0587055683136,0.4993100715182999,10.0,,,
16.47426962852478,0.4848103671039391,10.0,,,
16.874767780303955,0.4848103671039391,10.0,,,
17.27420735359192,0.49399364293325976,10.0,,,
17.70791482925415,0.48260857340893565,10.0,,,
18.107088804244995,0.4870024178248008,10.0,,,
18.523019790649414,0.47689655782630525,10.0,,,
18.923858404159546,0.5144880828501063,10.0,,,
19.323426961898804,0.5192775142635616,10.0,,,
19.740976810455322,0.5047778098492008,10.0,,,
20.139790534973145,0.48132795635099634,10.0,,,
20.54044532775879,0.4752593154117125,10.0,,,
20.956360816955566,0.47086547099584725,10.0,,,
21.35614538192749,0.4664716265799821,15.0,,,
21.771692752838135,0.4911222769656024,15.0,,,
22.171719551086426,0.4867284325497372,15.0,,,
22.59010100364685,0.4867284325497372,15.0,,,
23.00671362876892,0.4661600871960925,15.0,,,
23.404802560806274,0.4661600871960925,15.0,,,
23.821187496185303,0.48065979161045325,15.0,,,
24.237472534179688,0.5200326055987239,15.0,,,
24.63890290260315,0.5485122951804741,15.0,,,
25.054628133773804,0.5608174838244447,15.0,,,
25.45452380180359,0.5866078602873273,15.0,,,
25.85468578338623,0.5866078602873273,15.0,,,
26.270538330078125,0.6059688588113332,15.0,,,
26.670451402664185,0.6418650952727114,15.0,,,
27.083163022994995,0.6868562649757258,15.0,,,
27.487950325012207,0.7126466414386083,15.0,,,
27.90312123298645,0.7205579856667138,15.0,,,
28.319692373275757,0.7205579856667138,15.0,,,
28.720271587371826,0.7126466414386083,15.0,,,
29.134111642837524,0.7197024513186436,15.0,,,
29.55341124534607,0.7132730733797671,15.0,,,
29.952590942382812,0.7274406184129301,15.0,,,
30.37030053138733,0.7307233143699278,15.0,,,
30.785154104232788,0.7275766323880489,15.0,,,
31.186203718185425,0.71468292411288,15.0,,,
31.602914571762085,0.7115362421310013,20.0,,,
32.03687071800232,0.7185920520110366,20.0,,,
32.434855461120605,0.7220300900449765,20.0,,,
32.85167217254639,0.740279940110115,20.0,,,
33.2521755695343,0.7467093180489915,20.0,,,
33.652573585510254,0.7619056464625655,20.0,,,
34.06900453567505,0.7792074423099651,20.0,,,
34.46903347969055,0.7911210747665414,20.0,,,
34.88154220581055,0.8135164567206434,20.0,,,
35.28197884559631,0.8375389865589806,20.0,,,
35.684778451919556,0.8548407824063803,20.0,,,
36.10240840911865,0.8754252742107775,20.0,,,
36.51791977882385,0.8985903838827717,20.0,,,
36.918280363082886,0.9234361411839093,20.0,,,
37.333203077316284,0.9401718729170268,20.0,,,
37.735175132751465,0.9455600363078501,20.0,,,
