time,velocity,duty,pressure,humidity,temp
0.3959336280822754,2.31,100.0,,,
0.8093123435974121,2.31,100.0,,,
0.8361301422119141,2.31,100.0,,,
1.2077319622039795,2.3,100.0,,,
1.2337822914123535,2.3,100.0,,,
1.6201436519622803,2.3,100.0,,,
1.65138840675354,2.3,100.0,,,
2.0263657569885254,2.3,100.0,,,
2.057614326477051,2.3,100.0,,,
2.432586908340454,2.31,100.0,,,
2.463803291320801,2.31,100.0,,,
2.838772773742676,2.32,100.0,,,
2.8700263500213623,2.32,100.0,,,
3.2450313568115234,2.31,100.0,,,
3.2762451171875,2.31,100.0,,,
3.651344060897827,2.32,100.0,,,
3.682558298110962,2.32,100.0,,,
4.057567119598389,2.32,100.0,,,
4.088779449462891,2.32,100.0,,,
4.463789463043213,2.31,100.0,,,
4.495033502578735,2.31,100.0,,,
4.870011806488037,2.31,100.0,,,
4.9012534618377686,2.31,100.0,,,
5.276233911514282,2.31,100.0,,,
5.307477951049805,2.31,100.0,,,
5.68262505531311,2.32,100.0,,,
5.713841438293457,2.32,100.0,,,
6.088848114013672,2.31,100.0,,,
6.120095252990723,2.31,100.0,,,
6.49507212638855,2.32,100.0,,,
6.526318073272705,2.32,100.0,,,
6.901256322860718,2.3,100.0,,,
6.932538986206055,2.3,100.0,,,
7.3075151443481445,2.3,100.0,,,
7.338729619979858,2.3,100.0,,,
7.713738441467285,2.29,100.0,,,
7.74495267868042,2.29,100.0,,,
8.119954347610474,2.3,100.0,,,
8.151207208633423,2.3,100.0,,,
8.526182889938354,2.3,100.0,,,
8.557430505752563,2.3,100.0,,,
8.932405948638916,2.3,100.0,,,
8.96365737915039,2.3,100.0,,,
9.338711977005005,2.29,100.0,,,
9.369926929473877,2.29,100.0,,,
9.74493408203125,2.29,100.0,,,
9.776182174682617,2.29,100.0,,,
10.135533571243286,2.29,100.0,,,
10.182408094406128,2.29,100.0,,,
10.557380199432373,2.29,100.0,,,
10.588624238967896,2.29,100.0,,,
10.96365213394165,2.29,100.0,,,
10.9949369430542,2.29,100.0,,,
11.369874715805054,2.28,100.0,,,
11.401159286499023,2.28,100.0,,,
11.776097059249878,2.29,100.0,,,
11.80738091468811,2.29,100.0,,,
12.182319641113281,2.3,100.0,,,
12.213574409484863,2.3,100.0,,,
12.588541984558105,2.3,100.0,,,
12.619791507720947,2.3,100.0,,,
12.994801759719849,2.3,100.0,,,
13.02601432800293,2.3,100.0,,,
13.401026487350464,2.31,100.0,,,
13.432271003723145,2.31,100.0,,,
13.807247638702393,2.32,100.0,,,
13.838462114334106,2.32,100.0,,,
14.213468551635742,2.31,100.0,,,
14.244713068008423,2.31,100.0,,,
14.619691133499146,2.31,100.0,,,
14.650938749313354,2.31,100.0,,,
15.025913000106812,2.31,100.0,,,
15.057161092758179,2.31,100.0,,,
15.432135820388794,2.32,100.0,,,
15.463353633880615,2.32,100.0,,,
15.838359594345093,2.31,100.0,,,
15.86960244178772,2.31,100.0,,,
16.24458146095276,2.3,100.0,,,
16.27582812309265,2.3,100.0,,,
16.65076756477356,2.3,100.0,,,
16.682021617889404,2.3,100.0,,,
17.056989669799805,2.31,100.0,,,
17.088244199752808,2.31,100.0,,,
17.46328902244568,2.3,100.0,,,
17.494550943374634,2.3,100.0,,,
17.869555234909058,2.3,100.0,,,
17.900768280029297,2.3,100.0,,,
18.275770902633667,2.3,100.0,,,
18.30699586868286,2.3,100.0,,,
18.681999921798706,2.29,100.0,,,
18.71324872970581,2.29,100.0,,,
19.088222980499268,2.3,100.0,,,
19.119438886642456,2.3,100.0,,,
19.494530200958252,2.29,100.0,,,
19.52574610710144,2.29,100.0,,,
19.900721073150635,2.3,100.0,,,
19.93196964263916,2.3,100.0,,,
20.30697727203369,2.3,100.0,,,
20.338193893432617,2.3,100.0,,,
20.713162422180176,2.3,100.0,,,
20.744415760040283,2.3,100.0,,,
21.119383811950684,2.28,100.0,,,
21.150633811950684,2.28,100.0,,,
21.525731563568115,2.28,100.0,,,
21.556976079940796,2.28,100.0,,,
21.931953191757202,2.29,100.0,,,
21.963197231292725,2.29,100.0,,,
22.33817458152771,2.29,100.0,,,
22.369417428970337,2.29,100.0,,,
22.744396924972534,2.29,100.0,,,
22.775644779205322,2.29,100.0,,,
23.150612354278564,2.29,100.0,,,
23.18183159828186,2.29,100.0,,,
23.56005549430847,2.29,100.0,,,
23.591302394866943,2.29,100.0,,,
23.966277837753296,2.29,100.0,,,
23.997520685195923,2.29,100.0,,,
24.3724946975708,2.29,100.0,,,
24.4037446975708,2.29,100.0,,,
24.779232025146484,2.29,100.0,,,
24.810182332992554,2.29,100.0,,,
25.185158252716064,2.3,100.0,,,
25.21640419960022,2.3,100.0,,,
25.59237241744995,2.29,100.0,,,
25.983005046844482,2.29,100.0,,,
26.014214754104614,2.29,100.0,,,
26.389219760894775,2.28,100.0,,,
26.42047119140625,2.28,100.0,,,
26.795416355133057,2.28,100.0,,,
26.826692819595337,2.28,100.0,,,
27.2016339302063,2.29,100.0,,,
27.232918977737427,2.29,100.0,,,
27.60946536064148,2.29,100.0,,,
27.64071249961853,2.29,100.0,,,
28.015688180923462,2.29,100.0,,,
28.04689884185791,2.29,100.0,,,
28.421910762786865,2.29,100.0,,,
28.453155755996704,2.29,100.0,,,
28.82813310623169,2.29,100.0,,,
28.859378576278687,2.29,100.0,,,
29.23435616493225,2.29,100.0,,,
29.26560068130493,2.29,100.0,,,
29.640578985214233,2.29,100.0,,,
29.67182421684265,2.29,100.0,,,
30.04689049720764,2.3,100.0,,,
30.078111171722412,2.3,100.0,,,
30.449711561203003,2.3,100.0,,,
30.49654746055603,2.3,100.0,,,
30.872990369796753,2.29,100.0,,,
30.904203414916992,2.29,100.0,,,
31.279205799102783,2.28,100.0,,,
31.31045699119568,2.28,100.0,,,
31.686260223388672,2.28,100.0,,,
32.09248232841492,2.27,100.0,,,
32.49869775772095,2.28,100.0,,,
32.529948711395264,2.28,100.0,,,
32.904927253723145,2.28,100.0,,,
33.31114959716797,2.27,100.0,,,
33.71878385543823,2.27,100.0,,,
33.73440766334534,2.27,100.0,,,
34.12500739097595,2.27,100.0,,,
34.53122901916504,2.27,100.0,,,
34.93745183944702,2.28,100.0,,,
35.34367561340332,2.29,100.0,,,
35.74989604949951,2.29,100.0,,,
35.7811393737793,2.29,100.0,,,
36.151468992233276,2.3,100.0,,,
36.1826810836792,2.3,100.0,,,
36.57331323623657,2.31,100.0,,,
36.979536294937134,2.3,100.0,,,
37.385844469070435,2.31,100.0,,,
37.79467797279358,2.32,100.0,,,
37.81030511856079,2.32,100.0,,,
38.20093131065369,2.31,100.0,,,
38.232181549072266,2.31,100.0,,,
38.60879683494568,2.31,100.0,,,
38.64004349708557,2.31,100.0,,,
38.99939560890198,2.31,100.0,,,
39.030638456344604,2.31,100.0,,,
39.389994621276855,2.31,100.0,,,
39.43686866760254,2.31,100.0,,,
39.811840772628784,2.32,100.0,,,
39.843053102493286,2.32,100.0,,,
40.21806287765503,2.32,100.0,,,
40.24930691719055,2.32,100.0,,,
40.6242790222168,2.3,100.0,,,
40.65553045272827,2.3,100.0,,,
41.03050923347473,2.3,100.0,,,
41.06175184249878,2.3,100.0,,,
41.42110848426819,2.28,100.0,,,
41.467981576919556,2.28,100.0,,,
41.84309935569763,2.29,100.0,,,
41.87435340881348,2.29,100.0,,,
42.24932861328125,2.29,100.0,,,
42.28057622909546,2.29,100.0,,,
42.65555214881897,2.29,100.0,,,
42.686798095703125,2.29,100.0,,,
43.061774492263794,2.29,100.0,,,
43.09298825263977,2.29,100.0,,,
43.46799826622009,2.3,100.0,,,
43.49924635887146,2.3,100.0,,,
43.87437391281128,2.3,100.0,,,
43.90561771392822,2.3,100.0,,,
44.28569316864014,2.29,100.0,,,
44.3169801235199,2.29,100.0,,,
44.6919207572937,2.3,100.0,,,
44.72319960594177,2.3,100.0,,,
45.09938073158264,2.32,100.0,,,
45.129098415374756,2.32,100.0,,,
45.50481557846069,2.32,100.0,,,
45.53722953796387,2.32,100.0,,,
45.916345834732056,2.32,100.0,,,
45.93868613243103,2.32,100.0,,,
46.31373739242554,2.31,100.0,,,
46.34501814842224,2.31,100.0,,,
46.71999740600586,2.31,100.0,,,
46.75123953819275,2.31,100.0,,,
47.12621545791626,2.31,100.0,,,
47.1574285030365,2.31,100.0,,,
47.516820192337036,2.29,100.0,,,
47.56368899345398,2.29,100.0,,,
47.93881559371948,2.29,100.0,,,
47.970062494277954,2.29,100.0,,,
48.34503793716431,2.29,100.0,,,
48.37625598907471,2.29,100.0,,,
48.75126028060913,2.29,100.0,,,
48.78250765800476,2.29,100.0,,,
49.157482862472534,2.28,100.0,,,
49.188700914382935,2.28,100.0,,,
49.56700897216797,2.28,100.0,,,
49.59823679924011,2.28,100.0,,,
49.97320246696472,2.27,100.0,,,
50.004483699798584,2.27,100.0,,,
50.379454135894775,2.28,100.0,,,
50.410707235336304,2.28,100.0,,,
50.787272453308105,2.28,100.0,,,
50.81852674484253,2.28,100.0,,,
51.1935019493103,2.29,100.0,,,
51.22471833229065,2.29,100.0,,,
51.60249733924866,2.29,100.0,,,
51.633790254592896,2.29,100.0,,,
52.00876235961914,2.29,100.0,,,
52.03998064994812,2.29,100.0,,,
52.41495203971863,2.29,100.0,,,
52.446232318878174,2.29,100.0,,,
52.82120108604431,2.31,100.0,,,
52.85242557525635,2.31,100.0,,,
53.22742986679077,2.31,100.0,,,
53.25867700576782,2.31,100.0,,,
53.62957763671875,2.31,100.0,,,
53.66079068183899,2.31,100.0,,,
54.03580117225647,2.31,100.0,,,
54.067018032073975,2.31,100.0,,,
54.441986083984375,2.31,100.0,,,
54.47326612472534,2.31,100.0,,,
54.848246574401855,2.32,100.0,,,
54.87946367263794,2.32,100.0,,,
55.25446844100952,2.31,100.0,,,
55.28571939468384,2.31,100.0,,,
55.652066469192505,2.31,100.0,,,
55.698941469192505,2.31,100.0,,,
56.06523561477661,2.31,100.0,,,
56.112112045288086,2.31,100.0,,,
56.47479605674744,2.32,100.0,,,
56.521652698516846,2.32,100.0,,,
56.88101863861084,2.31,100.0,,,
56.92789912223816,2.31,100.0,,,
57.28721046447754,2.31,100.0,,,
57.33411765098572,2.31,100.0,,,
57.69216179847717,2.31,100.0,,,
57.73903012275696,2.31,100.0,,,
58.09838271141052,2.32,100.0,,,
58.14525556564331,2.32,100.0,,,
58.504568576812744,2.31,100.0,,,
58.55145311355591,2.31,100.0,,,
58.91082763671875,2.3,100.0,,,
58.95770025253296,2.3,100.0,,,
59.31705045700073,2.3,100.0,,,
59.363921880722046,2.3,100.0,,,
59.726454734802246,2.3,100.0,,,
59.77336502075195,2.3,100.0,,,
60.1327166557312,2.3,100.0,,,
60.17958307266235,2.3,100.0,,,
60.53893160820007,2.3,100.0,,,
60.58546686172485,2.3,100.0,,,
60.94741749763489,2.29,100.0,,,
